263693,119984,205312,65536,85327,913920,60032,2496,58382,37,42,37,6202,6202,41,420,1,155,69.0
313352,134454,254976,65536,120521,913920,60200,2496,58376,37,42,37,6261,6261,55,485,1,155,43.0
357268,117143,299520,65536,182376,913920,60200,2496,57748,37,42,37,6261,6261,67,537,1,155,36.0
405453,136052,348160,65536,212107,913920,60200,2496,57293,37,42,37,6261,6261,78,584,1,155,20.0
306159,31630,248320,65536,216689,913920,60200,2496,57839,37,42,37,6261,6261,89,633,1,155,15.0
176993,53047,119296,65536,66248,913920,60200,2496,57697,37,42,37,6261,6261,112,699,1,155,26.0
174372,42578,117248,65536,74669,913920,60456,2496,57124,37,42,37,6260,6261,157,827,2,293,6.0
177461,73352,120320,65536,46967,913920,60456,2496,57141,37,42,37,6260,6261,205,960,2,293,6.0
167174,35219,110080,65536,74860,913920,60456,2496,57094,37,42,37,6261,6262,260,1102,2,293,0.0
177433,60728,120320,65536,59599,913920,60456,2496,57113,37,42,37,6261,6262,308,1238,2,293,13.0
177950,93447,120832,65536,27442,913920,60456,2496,57120,37,42,37,6261,6262,364,1383,2,293,16.0
166152,47000,109056,65536,62055,913920,60456,2496,57096,37,42,37,6261,6262,420,1524,2,293,22.0
177297,51453,120320,65536,68866,913920,60456,2496,56977,37,42,37,6261,6262,469,1663,2,293,33.0
200403,80013,143360,65536,63346,913920,60456,2496,57043,37,42,37,6261,6262,520,1805,2,293,35.0
162015,30296,105472,65536,75175,913920,60456,2496,56543,37,42,37,6261,6262,568,1937,2,293,23.0
164065,34316,107520,65536,73203,913920,60456,2496,56545,37,42,37,6262,6263,626,2084,2,293,34.0
163562,65796,107008,65536,41211,913920,60456,2496,56554,37,42,37,6262,6263,678,2228,2,293,3.0
195315,25879,138752,65536,112872,913920,60456,2496,56563,37,42,37,6262,6263,727,2366,2,293,28.0
169200,68450,112640,65536,44189,913920,60456,2496,56560,37,42,37,6262,6263,782,2512,2,293,7.0
168683,57081,112128,65536,55046,913920,60456,2496,56555,37,42,37,6262,6263,837,2656,2,293,31.0
170250,44860,113664,65536,68803,913920,60456,2496,56586,37,42,37,6262,6263,887,2797,2,293,9.0
188710,64052,132096,65536,68043,913920,60456,2496,56614,37,42,37,6262,6263,939,2942,2,293,11.0
168744,67397,112128,65536,44780,913920,60456,2496,56616,37,42,37,6262,6263,993,3083,2,293,22.0
161594,57400,104960,65536,47559,913920,60456,2496,56634,37,42,37,6262,6263,1045,3222,2,293,23.0
183098,43785,126464,65536,82678,913920,60456,2496,56634,37,42,37,6262,6263,1099,3364,2,293,29.0
167213,71067,110592,65536,39524,913920,60456,2496,56621,37,42,37,6262,6263,1154,3509,2,293,17.0
166866,26104,110080,65536,83975,913920,60648,2496,56786,37,42,37,6262,6263,1207,3650,2,293,19.0
169426,55939,112640,65536,56700,913920,60648,2496,56786,37,42,37,6262,6263,1262,3794,2,293,15.0
184272,62996,127488,65536,64491,913920,60648,2496,56784,37,42,37,6262,6263,1316,3936,2,293,26.0
199667,99173,142848,65536,43674,913920,60648,2496,56819,45,50,45,6262,6263,1369,4076,2,293,43.0
192064,63422,135168,65536,71794,913920,60648,2496,56896,47,52,47,6262,6263,1412,4220,2,293,18.0
204979,22500,147968,65536,125467,913920,60776,2496,57011,47,52,47,6262,6263,1454,4363,2,293,38.0
183476,70094,126464,65536,56412,913920,60776,2496,57012,47,52,47,6262,6263,1500,4508,2,293,1.0
177336,56827,120320,65536,63492,913920,60776,2496,57016,47,52,47,6262,6263,1545,4652,2,293,18.0
198840,18125,141824,65536,123698,913920,60776,2496,57016,47,52,47,6262,6263,1590,4795,2,293,32.0
200998,44676,143872,65536,99195,913920,60776,2496,57126,47,52,47,6262,6263,1627,4944,2,293,19.0
159874,51239,102912,65536,51672,913920,60776,2496,56962,49,54,49,6212,6263,1672,5094,3,472,16.0
161410,77580,104448,65536,26867,913920,60776,2496,56962,49,54,49,6212,6263,1738,5283,3,472,30.0
158850,67153,101888,65536,34734,913920,60776,2496,56962,49,54,49,6212,6263,1802,5468,3,472,46.0
174191,64619,117248,65536,52628,913920,60776,2496,56943,49,54,49,6212,6263,1867,5654,3,472,33.0
163974,54786,107008,65536,52221,913920,60776,2496,56966,49,54,49,6212,6263,1928,5836,3,472,31.0
166039,57254,109056,65536,51801,913920,60776,2496,56983,49,54,49,6212,6263,1987,6021,3,472,12.0
162980,36634,105984,65536,69349,913920,60776,2496,56996,49,54,49,6212,6263,2051,6206,3,472,5.0
162964,14048,105984,65536,91935,913920,60776,2496,56980,49,54,49,6212,6263,2112,6388,3,472,34.0
168633,9793,111616,65536,101822,913920,60776,2496,57017,49,54,49,6212,6263,2178,6576,3,472,24.0
162489,32746,105472,65536,72725,913920,60776,2496,57017,49,54,49,6212,6263,2245,6767,3,472,18.0
162494,38097,105472,65536,67374,913920,60776,2496,57022,49,54,49,6212,6263,2317,6969,4,540,42.0
156862,69183,99840,65536,30664,913920,60776,2496,57022,49,54,49,6212,6263,2388,7172,4,540,22.0
155838,61183,98816,65536,37632,913920,60776,2496,57022,49,54,49,6212,6263,2455,7380,4,540,31.0
165577,23154,108544,65536,85389,913920,60776,2496,57033,49,54,49,6212,6263,2523,7578,4,540,31.0
150685,40990,93696,65536,52705,913920,60776,2496,56989,49,54,49,6212,6263,2597,7793,4,540,22.0
156838,15070,99840,65536,84769,913920,60776,2496,56998,49,54,49,6212,6263,2661,8008,4,540,26.0
171685,41052,114688,65536,73635,913920,60776,2496,56997,49,54,49,6212,6263,2730,8215,4,540,51.0
161925,14018,104960,65536,90941,913920,60776,2496,56965,49,54,49,6212,6263,2800,8421,4,540,21.0
155573,45499,98816,65536,53316,913920,60776,2496,56757,49,54,49,6212,6263,2876,8639,4,540,37.0
154037,63016,97280,65536,34263,913920,60776,2496,56757,49,54,49,6212,6263,2937,8850,5,633,10.0
166838,39111,110080,65536,71000,913920,60776,2496,56758,49,54,49,6212,6263,3003,9067,5,633,31.0
154550,51192,97792,65536,46599,913920,60776,2496,56758,49,54,49,6212,6263,3074,9288,5,633,51.0
162743,56033,105984,65536,49950,913920,60776,2496,56759,49,54,49,6212,6263,3150,9518,5,633,37.0
152503,45530,95744,65536,50213,913920,60776,2496,56759,49,54,49,6212,6263,3231,9741,5,633,17.0
148919,33434,92160,65536,58725,913920,60776,2496,56759,49,54,49,6212,6263,3312,9969,5,633,57.0
154036,29555,97280,65536,67724,913920,60776,2496,56756,49,54,49,6212,6263,3388,10190,5,633,33.0
147892,22866,91136,65536,68269,913920,60776,2496,56756,49,54,49,6212,6263,3465,10420,5,633,27.0
156083,12411,99328,65536,86916,913920,60776,2496,56755,49,54,49,6212,6263,3545,10647,5,633,37.0
147892,54068,91136,65536,37067,913920,60776,2496,56756,49,54,49,6212,6263,3630,10884,6,703,47.0
148413,61588,91648,65536,30059,913920,60776,2496,56765,49,54,49,6212,6263,3711,11119,6,703,24.0
147901,26111,91136,65536,65024,913920,60776,2496,56765,49,54,49,6212,6263,3801,11360,6,703,14.0
147391,27898,90624,65536,62725,913920,60776,2496,56767,49,54,49,6212,6263,3890,11602,6,703,15.0
156084,39337,99328,65536,59990,913920,60776,2496,56756,49,54,49,6212,6263,3976,11845,6,703,39.0
154036,44356,97280,65536,52948,913920,60776,2496,56756,49,54,49,6212,6263,4060,12082,6,703,22.0
151476,21396,94720,65536,73323,913920,60776,2496,56756,49,54,49,6212,6263,4146,12321,6,703,36.0
148899,21684,92160,65536,70475,913920,60776,2496,56739,49,54,49,6212,6263,4235,12568,6,703,55.0
146313,58931,89600,65536,30711,913920,60776,2496,56713,49,54,49,6212,6263,4321,12815,7,773,35.0
146313,41826,89600,65536,47773,913920,60776,2496,56713,49,54,49,6212,6263,4417,13071,7,773,20.0
148873,32229,92160,65536,59930,913920,60776,2496,56713,49,54,49,6212,6263,4518,13342,7,773,52.0
150921,46036,94208,65536,48171,913920,60776,2496,56713,49,54,49,6212,6263,4611,13602,7,773,28.0
149897,14795,93184,65536,78388,913920,60776,2496,56713,49,54,49,6212,6263,4701,13846,7,773,24.0
150946,37871,94208,65536,56359,913920,60776,2496,56738,49,54,49,6212,6263,4793,14101,7,773,23.0
