"id","mem","mem_free","processors","instance_uptime","uptime","systemload_average","heap_committed","heap_init","heap_used","heap","nonheap_committed","nonheap_init","nonheap_used","nonheap","threads_peak","threads_total_started","threads","classes","classes_loaded","classes_unloaded","gc_ps_scavenge_count","gc_ps_scavenge_time","gc_ps_marksweep_count","gc_ps_marksweep_time","httpsessions_max","httpsessions_active","gauge_response_test","counter_status200test","counter_status500test","updated_time"
321,"298372","181318","4","10256167","10264695",-1.0,"241152","65536","59833","913920","60264","2496","57220","0","53","58","53","6218","6268","50","4643","27504","4","6299",-1,"0","5.0","8736474",,2019-03-27 04:19:09
322,"450951","254749","4","10286283","10294811",-1.0,"393728","65536","138978","913920","60264","2496","57223","0","53","58","53","6218","6268","50","4654","27720","4","6299",-1,"0","11.0","8768035",,2019-03-27 04:19:39
323,"441735","230687","4","10316608","10325137",-1.0,"384512","65536","153824","913920","60264","2496","57223","0","53","58","53","6218","6268","50","4662","27821","4","6299",-1,"0","31.0","8799692",,2019-03-27 04:20:10
324,"336775","63269","4","10346824","10355352",-1.0,"279552","65536","216282","913920","60264","2496","57223","0","53","58","53","6218","6268","50","4672","27877","4","6299",-1,"0","28.0","8831484",,2019-03-27 04:20:40
325,"238983","87963","4","10376965","10385494",-1.0,"181760","65536","93796","913920","60264","2496","57223","0","53","58","53","6218","6268","50","4690","27957","4","6299",-1,"0","45.0","8862961",,2019-03-27 04:21:10
326,"291207","72916","4","10407101","10415629",-1.0,"233984","65536","161151","913920","60264","2496","57223","0","53","58","53","6218","6268","50","4712","28095","4","6299",-1,"0","14.0","8894638",,2019-03-27 04:21:40
327,"206215","39800","4","10437175","10445703",-1.0,"148992","65536","109191","913920","60264","2496","57223","0","53","58","53","6218","6268","50","4736","28185","4","6299",-1,"0","34.0","8926201",,2019-03-27 04:22:10
328,"223623","43864","4","10467381","10475909",-1.0,"166400","65536","122584","913920","60264","2496","57223","0","53","58","53","6218","6268","50","4775","28324","4","6299",-1,"0","33.0","8956925",,2019-03-27 04:22:40
329,"188807","50501","4","10497714","10506243",-1.0,"131584","65536","81082","913920","60264","2496","57223","0","53","58","53","6218","6268","50","4813","28460","4","6299",-1,"0","28.0","8988153",,2019-03-27 04:23:11
330,"186759","63854","4","10527788","10536316",-1.0,"129536","65536","65681","913920","60264","2496","57223","0","53","58","53","6218","6268","50","4848","28596","4","6299",-1,"0","36.0","9019434",,2019-03-27 04:23:41
331,"230279","82245","4","10557920","10566448",-1.0,"173056","65536","90810","913920","60264","2496","57223","0","53","58","53","6218","6268","50","4870","28738","4","6299",-1,"0","53.0","9050461",,2019-03-27 04:24:11
332,"298375","88974","4","10588145","10596673",-1.0,"241152","65536","152177","913920","60264","2496","57223","0","53","58","53","6218","6268","50","4892","28920","4","6299",-1,"0","37.0","9080662",,2019-03-27 04:24:41
333,"338311","197300","4","10618254","10626782",-1.0,"281088","65536","83787","913920","60264","2496","57223","0","53","58","53","6218","6268","50","4905","29010","4","6299",-1,"0","16.0","9111654",,2019-03-27 04:25:11
334,"246663","35494","4","10648428","10656956",-1.0,"189440","65536","153945","913920","60264","2496","57223","0","53","58","53","6218","6268","50","4921","29075","4","6299",-1,"0","15.0","9142893",,2019-03-27 04:25:41
335,"211344","65428","4","10678514","10687042",-1.0,"154112","65536","88683","913920","60264","2496","57232","0","53","58","53","6218","6268","50","4954","29201","4","6299",-1,"0","45.0","9173876",,2019-03-27 04:26:11
336,"242068","34810","4","10708647","10717175",-1.0,"184832","65536","150021","913920","60264","2496","57236","0","53","58","53","6218","6268","50","4989","29340","4","6299",-1,"0","22.0","9204925",,2019-03-27 04:26:42
337,"195476","53968","4","10738784","10747311",-1.0,"138240","65536","84271","913920","60264","2496","57236","0","53","58","53","6218","6268","50","5024","29466","4","6299",-1,"0","29.0","9235761",,2019-03-27 04:27:12
338,"189332","102545","4","10768897","10777425",-1.0,"132096","65536","29550","913920","60264","2496","57236","0","53","58","53","6218","6268","50","5055","29577","5","10514",-1,"0","58.0","9262798",,2019-03-27 04:27:42
339,"174996","63478","4","10799073","10807600",-1.0,"117760","65536","54281","913920","60264","2496","57236","0","53","58","53","6218","6268","50","5104","29736","5","10514",-1,"0","38.0","9293757",,2019-03-27 04:28:12
340,"184212","80245","4","10829195","10837723",-1.0,"126976","65536","46730","913920","60264","2496","57236","0","53","58","53","6218","6268","50","5157","29901","5","10514",-1,"0","36.0","9324677",,2019-03-27 04:28:42
341,"186265","90163","4","10859328","10867855",-1.0,"129024","65536","38860","913920","60264","2496","57241","0","53","58","53","6218","6268","50","5201","30052","5","10514",-1,"0","45.0","9355979",,2019-03-27 04:29:12
342,"188313","69526","4","10889530","10898058",-1.0,"131072","65536","61545","913920","60264","2496","57241","0","53","58","53","6218","6268","50","5240","30197","5","10514",-1,"0","31.0","9387320",,2019-03-27 04:29:42
343,"186265","58472","4","10919699","10928227",-1.0,"129024","65536","70551","913920","60264","2496","57241","0","53","58","53","6218","6268","50","5285","30348","5","10514",-1,"0","46.0","9418656",,2019-03-27 04:30:13
344,"184219","72122","4","10949821","10958349",-1.0,"126976","65536","54853","913920","60264","2496","57243","0","53","58","53","6218","6268","50","5334","30511","5","10514",-1,"0","35.0","9449877",,2019-03-27 04:30:43
345,"195996","67233","4","10979941","10988469",-1.0,"138752","65536","71518","913920","60264","2496","57244","0","53","58","53","6218","6268","50","5374","30659","5","10514",-1,"0","36.0","9480727",,2019-03-27 04:31:13
346,"270748","143902","4","11010014","11018542",-1.0,"213504","65536","69601","913920","60264","2496","57244","0","53","58","53","6218","6268","50","5418","30854","5","10514",-1,"0","31.0","9511640",,2019-03-27 04:31:43
347,"194460","48965","4","11040107","11048635",-1.0,"137216","65536","88258","913920","60264","2496","57244","0","53","58","53","6218","6268","50","5446","30956","5","10514",-1,"0","22.0","9543106",,2019-03-27 04:32:13
348,"197532","51299","4","11070228","11078756",-1.0,"140288","65536","88988","913920","60264","2496","57244","0","53","58","53","6218","6268","50","5482","31134","5","10514",-1,"0","21.0","9574292",,2019-03-27 04:32:43
349,"230321","110562","4","11100300","11108828",-1.0,"173056","65536","62493","913920","60264","2496","57265","0","53","58","53","6218","6268","50","5510","31252","5","10514",-1,"0","35.0","9605683",,2019-03-27 04:33:13
350,"274865","109470","4","11130432","11138959",-1.0,"217600","65536","108129","913920","60264","2496","57265","0","53","58","53","6218","6268","50","5542","31422","5","10514",-1,"0","3.0","9637241",,2019-03-27 04:33:43
351,"290225","140520","4","11160621","11169149",-1.0,"232960","65536","92439","913920","60264","2496","57265","0","53","58","53","6218","6268","50","5563","31553","5","10514",-1,"0","25.0","9668639",,2019-03-27 04:34:14
352,"318385","40536","4","11190671","11199198",-1.0,"261120","65536","220583","913920","60264","2496","57265","0","53","58","53","6218","6268","50","5583","31688","5","10514",-1,"0","21.0","9700103",,2019-03-27 04:34:44
353,"316337","174919","4","11220861","11229389",-1.0,"259072","65536","84152","913920","60264","2496","57265","0","53","58","53","6218","6268","50","5598","31847","5","10514",-1,"0","37.0","9730737",,2019-03-27 04:35:14
354,"225202","109088","4","11251010","11259538",-1.0,"167936","65536","58847","913920","60264","2496","57266","0","53","58","53","6218","6268","50","5618","31935","5","10514",-1,"0","38.0","9762247",,2019-03-27 04:35:44
355,"192946","77432","4","11281070","11289598",-1.0,"135680","65536","58247","913920","60264","2496","57266","0","53","58","53","6218","6268","50","5660","32075","5","10514",-1,"0","28.0","9793664",,2019-03-27 04:36:14
356,"182706","59279","4","11311203","11319731",-1.0,"125440","65536","66160","913920","60264","2496","57266","0","53","58","53","6218","6268","50","5707","32237","5","10514",-1,"0","23.0","9825207",,2019-03-27 04:36:44
357,"244159","21569","4","11341312","11349840",-1.0,"186880","65536","165310","913920","60264","2496","57279","0","53","58","53","6218","6268","50","5738","32398","5","10514",-1,"0","15.0","9856301",,2019-03-27 04:37:14
358,"341951","194979","4","11371376","11379904",-1.0,"284672","65536","89692","913920","60264","2496","57279","0","53","58","53","6218","6268","50","5765","32587","5","10514",-1,"0","28.0","9887528",,2019-03-27 04:37:44
359,"249791","32076","4","11401523","11410051",-1.0,"192512","65536","160435","913920","60264","2496","57279","0","53","58","53","6218","6268","50","5781","32659","5","10514",-1,"0","18.0","9918878",,2019-03-27 04:38:14
360,"250303","105364","4","11431651","11440179",-1.0,"193024","65536","87659","913920","60264","2496","57279","0","53","58","53","6218","6268","50","5807","32793","5","10514",-1,"0","10.0","9950397",,2019-03-27 04:38:45
361,"188864","40445","4","11461725","11470253",-1.0,"131584","65536","91138","913920","60264","2496","57280","0","53","58","53","6218","6268","50","5842","32932","5","10514",-1,"0","27.0","9981890",,2019-03-27 04:39:15
362,"186816","57805","4","11491911","11500438",-1.0,"129536","65536","71730","913920","60264","2496","57280","0","53","58","53","6218","6268","50","5876","33060","5","10514",-1,"0","29.0","10013488",,2019-03-27 04:39:45
363,"198100","14141","4","11521967","11530495",-1.0,"140800","65536","126658","913920","60264","2496","57300","0","53","58","53","6218","6268","50","5915","33209","5","10514",-1,"0","43.0","10044802",,2019-03-27 04:40:15
364,"257492","113719","4","11552075","11560604",-1.0,"200192","65536","86472","913920","60264","2496","57300","0","53","58","53","6218","6268","50","5964","33410","5","10514",-1,"0","29.0","10076127",,2019-03-27 04:40:45
365,"198100","51050","4","11582243","11590771",-1.0,"140800","65536","89749","913920","60264","2496","57300","0","53","58","53","6218","6268","50","5991","33514","5","10514",-1,"0","34.0","10107476",,2019-03-27 04:41:15
366,"197588","8203","4","11612364","11620893",-1.0,"140288","65536","132084","913920","60264","2496","57300","0","53","58","53","6218","6268","50","6035","33674","5","10514",-1,"0","27.0","10138950",,2019-03-27 04:41:45
367,"179668","15523","4","11642476","11651004",-1.0,"122368","65536","106844","913920","60264","2496","57300","0","53","58","53","6218","6268","50","6080","33828","5","10514",-1,"0","49.0","10170362",,2019-03-27 04:42:15
368,"197588","2945","4","11672590","11681117",-1.0,"140288","65536","137342","913920","60264","2496","57300","0","53","58","53","6218","6268","50","6119","33975","5","10514",-1,"0","42.0","10201825",,2019-03-27 04:42:46
369,"224212","78309","4","11702649","11711177",-1.0,"166912","65536","88602","913920","60264","2496","57300","0","53","58","53","6218","6268","50","6156","34132","6","10640",-1,"0","31.0","10232892",,2019-03-27 04:43:16
370,"258516","170787","4","11732765","11741293",-1.0,"201216","65536","30428","913920","60264","2496","57300","0","53","58","53","6218","6268","50","6195","34312","6","10640",-1,"0","27.0","10264343",,2019-03-27 04:43:46
371,"185300","71374","4","11762967","11771494",-1.0,"128000","65536","56625","913920","60264","2496","57300","0","53","58","53","6218","6268","50","6226","34421","6","10640",-1,"0","51.0","10295978",,2019-03-27 04:44:16
372,"191444","64027","4","11793062","11801589",-1.0,"134144","65536","70116","913920","60264","2496","57300","0","53","58","53","6218","6268","50","6276","34595","6","10640",-1,"0","29.0","10327368",,2019-03-27 04:44:46
373,"192980","51639","4","11823147","11831675",-1.0,"135680","65536","84040","913920","60264","2496","57300","0","53","58","53","6218","6268","50","6325","34760","6","10640",-1,"0","39.0","10358231",,2019-03-27 04:45:16
374,"168404","40897","4","11853214","11861742",-1.0,"111104","65536","70206","913920","60264","2496","57300","0","53","58","53","6218","6268","50","6383","34936","6","10640",-1,"0","24.0","10389339",,2019-03-27 04:45:46
375,"171988","49436","4","11883319","11891847",-1.0,"114688","65536","65294","913920","60264","2496","57300","0","53","58","53","6218","6268","50","6439","35115","6","10640",-1,"0","35.0","10420895",,2019-03-27 04:46:16
376,"169940","39080","4","11913524","11922053",-1.0,"112640","65536","73559","913920","60264","2496","57300","0","53","58","53","6218","6268","50","6501","35305","6","10640",-1,"0","38.0","10452244",,2019-03-27 04:46:46
377,"173526","58896","4","11943635","11952162",-1.0,"116224","65536","57327","913920","60264","2496","57302","0","53","58","53","6218","6268","50","6560","35495","6","10640",-1,"0","27.0","10483852",,2019-03-27 04:47:17
378,"198102","77771","4","11973781","11982310",-1.0,"140800","65536","63028","913920","60264","2496","57302","0","53","58","53","6218","6268","50","6589","35654","6","10640",-1,"0","41.0","10512027",,2019-03-27 04:47:47
379,"177110","48196","4","12003905","12012433",-1.0,"119808","65536","71611","913920","60264","2496","57302","0","53","58","53","6218","6268","50","6642","35825","6","10640",-1,"0","32.0","10543428",,2019-03-27 04:48:17
380,"172502","53707","4","12034135","12042662",-1.0,"115200","65536","61492","913920","60264","2496","57302","0","53","58","53","6218","6268","50","6702","36018","6","10640",-1,"0","37.0","10574883",,2019-03-27 04:48:47
381,"239062","39625","4","12064313","12072841",-1.0,"181760","65536","142134","913920","60264","2496","57302","0","53","58","53","6218","6268","50","6736","36213","6","10640",-1,"0","48.0","10606605",,2019-03-27 04:49:17
382,"262614","74992","4","12094396","12102924",-1.0,"205312","65536","130319","913920","60264","2496","57302","0","53","58","53","6218","6268","50","6771","36417","6","10640",-1,"0","18.0","10638409",,2019-03-27 04:49:47
383,"198614","75542","4","12124588","12133117",-1.0,"141312","65536","65805","913920","60264","2496","57302","0","53","58","53","6218","6268","50","6801","36539","6","10640",-1,"0","20.0","10670174",,2019-03-27 04:50:18
384,"254934","89415","4","12154803","12163330",-1.0,"197632","65536","108216","913920","60264","2496","57303","0","53","58","53","6218","6268","50","6843","36742","6","10640",-1,"0","32.0","10702016",,2019-03-27 04:50:48
385,"206810","45932","4","12184926","12193454",-1.0,"149504","65536","103571","913920","60264","2496","57306","0","53","58","53","6218","6268","50","6870","36864","6","10640",-1,"0","35.0","10733746",,2019-03-27 04:51:18
386,"240670","25231","4","12215041","12223568",-1.0,"183296","65536","158064","913920","60264","2496","57374","0","61","66","61","6218","6268","50","6894","37029","6","10640",-1,"0","50.0","10766601",,2019-03-27 04:51:48
387,"271392","119298","4","12245213","12253741",-1.0,"214016","65536","94717","913920","60264","2496","57376","0","61","66","61","6218","6268","50","6915","37209","6","10640",-1,"0","40.0","10795381",,2019-03-27 04:52:18
388,"201760","78154","4","12275275","12283802",-1.0,"144384","65536","66229","913920","60264","2496","57376","0","61","66","61","6218","6268","50","6945","37383","6","10640",-1,"0","115.0","10828083",,2019-03-27 04:52:48
389,"221728","88874","4","12305412","12313940",-1.0,"164352","65536","75477","913920","60264","2496","57376","0","61","66","61","6218","6268","50","6968","37474","6","10640",-1,"0","39.0","10861197",,2019-03-27 04:53:18
390,"234528","29925","4","12335485","12344013",-1.0,"177152","65536","147226","913920","60264","2496","57376","0","61","66","61","6218","6268","50","6989","37611","6","10640",-1,"0","13.0","10894073",,2019-03-27 04:53:48
391,"188960","47229","4","12365589","12374117",-1.0,"131584","65536","84354","913920","60264","2496","57376","0","61","66","61","6218","6268","50","7033","37777","6","10640",-1,"0","42.0","10927147",,2019-03-27 04:54:19
392,"195104","64787","4","12395872","12404399",-1.0,"137728","65536","72940","913920","60264","2496","57376","0","61","66","61","6218","6268","50","7080","37956","7","10729",-1,"0","44.0","10960513",,2019-03-27 04:54:49
393,"192032","57407","4","12425944","12434472",-1.0,"134656","65536","77248","913920","60264","2496","57376","0","61","66","61","6218","6268","50","7134","38152","7","10729",-1,"0","39.0","10992872",,2019-03-27 04:55:19
394,"180256","63396","4","12456058","12464585",-1.0,"122880","65536","59483","913920","60264","2496","57376","0","61","66","61","6218","6268","50","7188","38340","7","10729",-1,"0","26.0","11025147",,2019-03-27 04:55:49
395,"195104","56337","4","12486191","12494719",-1.0,"137728","65536","81390","913920","60264","2496","57376","0","61","66","61","6218","6268","50","7244","38540","7","10729",-1,"0","39.0","11058108",,2019-03-27 04:56:19
396,"171552","75515","4","12516246","12524774",-1.0,"114176","65536","38660","913920","60264","2496","57376","0","61","66","61","6218","6268","50","7300","38739","7","10729",-1,"0","43.0","11091112",,2019-03-27 04:56:49
397,"182304","65682","4","12546311","12554839",-1.0,"124928","65536","59245","913920","60264","2496","57376","0","61","66","61","6218","6268","50","7355","38940","7","10729",-1,"0","16.0","11121873",,2019-03-27 04:57:19
398,"202784","89164","4","12576442","12584969",-1.0,"145408","65536","56274","913920","60264","2496","57376","0","61","66","61","6218","6268","50","7404","39138","7","10729",-1,"0","29.0","11154078",,2019-03-27 04:57:49
399,"173600","47026","4","12606556","12615084",-1.0,"116224","65536","69197","913920","60264","2496","57376","0","61","66","61","6218","6268","50","7455","39327","7","10729",-1,"0","33.0","11186418",,2019-03-27 04:58:19
400,"172576","32065","4","12636658","12645186",-1.0,"115200","65536","83134","913920","60264","2496","57376","0","61","66","61","6218","6268","50","7513","39531","7","10729",-1,"0","24.0","11219422",,2019-03-27 04:58:50
401,"178720","61777","4","12666718","12675246",-1.0,"121344","65536","59566","913920","60264","2496","57376","0","61","66","61","6218","6268","50","7576","39745","7","10729",-1,"0","32.0","11251205",,2019-03-27 04:59:20
402,"185888","51492","4","12696906","12705434",-1.0,"128512","65536","77019","913920","60264","2496","57376","0","61","66","61","6218","6268","50","7635","39949","7","10729",-1,"0","52.0","11284037",,2019-03-27 04:59:50
403,"177696","20949","4","12727032","12735561",-1.0,"120320","65536","99388","913920","60264","2496","57376","0","61","66","61","6218","6268","50","7693","40150","7","10729",-1,"0","40.0","11316364",,2019-03-27 05:00:20
404,"181792","44085","4","12757181","12765709",-1.0,"124416","65536","80330","913920","60264","2496","57376","0","61","66","61","6218","6268","50","7751","40364","7","10729",-1,"0","41.0","11349008",,2019-03-27 05:00:50
405,"203296","29430","4","12787375","12795903",-1.0,"145920","65536","116518","913920","60264","2496","57376","0","61","66","61","6218","6268","50","7805","40565","7","10729",-1,"0","16.0","11382233",,2019-03-27 05:01:20
406,"188448","6978","4","12817440","12825968",-1.0,"131072","65536","124093","913920","60264","2496","57376","0","61","66","61","6218","6268","50","7860","40769","7","10729",-1,"0","49.0","11415053",,2019-03-27 05:01:50
407,"180256","18296","4","12847523","12856051",-1.0,"122880","65536","104583","913920","60264","2496","57376","0","61","66","61","6218","6268","50","7913","40983","7","10729",-1,"0","28.0","11447754",,2019-03-27 05:02:20
408,"181792","87313","4","12877600","12886128",-1.0,"124416","65536","37102","913920","60264","2496","57376","0","61","66","61","6218","6268","50","7970","41196","8","10856",-1,"0","32.0","11480352",,2019-03-27 05:02:51
409,"191520","53014","4","12907720","12916248",-1.0,"134144","65536","81129","913920","60264","2496","57376","0","61","66","61","6218","6268","50","8029","41402","8","10856",-1,"0","30.0","11513409",,2019-03-27 05:03:21
410,"176672","54086","4","12937843","12946371",-1.0,"119296","65536","65209","913920","60264","2496","57376","0","61","66","61","6218","6268","50","8085","41617","8","10856",-1,"0","47.0","11544540",,2019-03-27 05:03:51
411,"179232","63043","4","12968017","12976545",-1.0,"121856","65536","58812","913920","60264","2496","57376","0","61","66","61","6218","6268","50","8152","41848","8","10856",-1,"0","31.0","11577294",,2019-03-27 05:04:21
412,"186400","49453","4","12998131","13006659",-1.0,"129024","65536","79570","913920","60264","2496","57376","0","61","66","61","6218","6268","50","8213","42070","8","10856",-1,"0","29.0","11610189",,2019-03-27 05:04:51
413,"173088","65880","4","13028291","13036819",-1.0,"115712","65536","49845","913920","60264","2496","57376","0","61","66","61","6218","6268","50","8278","42291","8","10856",-1,"0","10.0","11643217",,2019-03-27 05:05:21
414,"188960","56689","4","13058359","13066887",-1.0,"131584","65536","74894","913920","60264","2496","57376","0","61","66","61","6218","6268","50","8327","42499","8","10856",-1,"0","22.0","11676270",,2019-03-27 05:05:51
415,"176672","45119","4","13088473","13097001",-1.0,"119296","65536","74176","913920","60264","2496","57376","0","61","66","61","6218","6268","50","8389","42713","8","10856",-1,"0","18.0","11708883",,2019-03-27 05:06:21
416,"187936","45981","4","13118583","13127111",-1.0,"130560","65536","84578","913920","60264","2496","57376","0","61","66","61","6218","6268","50","8440","42919","8","10856",-1,"0","44.0","11741724",,2019-03-27 05:06:52
417,"176160","27159","4","13148692","13157220",-1.0,"118784","65536","91624","913920","60264","2496","57376","0","61","66","61","6218","6268","50","8494","43116","8","10856",-1,"0","37.0","11774283",,2019-03-27 05:07:22
418,"180256","21248","4","13178787","13187315",-1.0,"122880","65536","101631","913920","60264","2496","57376","0","61","66","61","6218","6268","50","8557","43338","8","10856",-1,"0","43.0","11807294",,2019-03-27 05:07:52
419,"176672","39574","4","13208897","13217425",-1.0,"119296","65536","79721","913920","60264","2496","57376","0","61","66","61","6218","6268","50","8618","43562","8","10856",-1,"0","27.0","11840297",,2019-03-27 05:08:22
420,"188448","57401","4","13239070","13247597",-1.0,"131072","65536","73670","913920","60264","2496","57376","0","61","66","61","6218","6268","50","8674","43780","8","10856",-1,"0","53.0","11873375",,2019-03-27 05:08:52
421,"172576","9271","4","13269158","13277687",-1.0,"115200","65536","105928","913920","60264","2496","57376","0","61","66","61","6218","6268","50","8732","43993","8","10856",-1,"0","47.0","11906350",,2019-03-27 05:09:22
422,"185376","56868","4","13299229","13307757",-1.0,"128000","65536","71131","913920","60264","2496","57376","0","61","66","61","6218","6268","50","8788","44203","8","10856",-1,"0","54.0","11938981",,2019-03-27 05:09:52
423,"182304","6080","4","13329302","13337830",-1.0,"124928","65536","118847","913920","60264","2496","57376","0","61","66","61","6218","6268","50","8842","44417","8","10856",-1,"0","41.0","11971789",,2019-03-27 05:10:22
424,"177715","95219","4","13359414","13367941",-1.0,"120320","65536","25100","913920","60264","2496","57395","0","61","66","61","6218","6268","50","8903","44642","9","10960",-1,"0","42.0","12004566",,2019-03-27 05:10:52
425,"183859","74228","4","13389525","13398053",-1.0,"126464","65536","52235","913920","60264","2496","57395","0","61","66","61","6218","6268","50","8966","44866","9","10960",-1,"0","29.0","12037526",,2019-03-27 05:11:22
426,"179763","73850","4","13419710","13428238",-1.0,"122368","65536","48517","913920","60264","2496","57395","0","61","66","61","6218","6268","50","9030","45087","9","10960",-1,"0","40.0","12070580",,2019-03-27 05:11:53
427,"177715","64917","4","13449795","13458323",-1.0,"120320","65536","55402","913920","60264","2496","57395","0","61","66","61","6218","6268","50","9095","45313","9","10960",-1,"0","42.0","12103159",,2019-03-27 05:12:23
428,"174131","53807","4","13479846","13488374",-1.0,"116736","65536","62928","913920","60264","2496","57395","0","61","66","61","6218","6268","50","9164","45545","9","10960",-1,"0","43.0","12136096",,2019-03-27 05:12:53
429,"176179","52518","4","13509954","13518483",-1.0,"118784","65536","66265","913920","60264","2496","57395","0","61","66","61","6218","6268","50","9229","45781","9","10960",-1,"0","41.0","12169007",,2019-03-27 05:13:23
430,"177716","37711","4","13540062","13548590",-1.0,"120320","65536","82608","913920","60264","2496","57396","0","61","66","61","6218","6268","50","9296","46018","9","10960",-1,"0","30.0","12201853",,2019-03-27 05:13:53
431,"173645","55856","4","13570952","13579480",-1.0,"116224","65536","60367","913920","60264","2496","57421","0","61","66","61","6218","6268","50","9364","46255","9","10960",-1,"0","46.0","12235430",,2019-03-27 05:14:24
432,"169037","45521","4","13601006","13609534",-1.0,"111616","65536","66094","913920","60264","2496","57421","0","61","66","61","6218","6268","50","9428","46485","9","10960",-1,"0","39.0","12267619",,2019-03-27 05:14:54
433,"178765","63683","4","13631108","13639636",-1.0,"121344","65536","57660","913920","60264","2496","57421","0","61","66","61","6218","6268","50","9493","46724","9","10960",-1,"0","36.0","12300397",,2019-03-27 05:15:24
434,"175693","44477","4","13661208","13669736",-1.0,"118272","65536","73810","913920","60264","2496","57421","0","61","66","61","6218","6268","50","9557","46955","9","10960",-1,"0","20.0","12333189",,2019-03-27 05:15:54
435,"186455","17974","4","13691384","13699913",-1.0,"129024","65536","111049","913920","60264","2496","57431","0","61","66","61","6218","6268","50","9620","47189","9","10960",-1,"0","34.0","12365549",,2019-03-27 05:16:24
436,"177239","21620","4","13721547","13730075",-1.0,"119808","65536","98206","913920","60264","2496","57431","0","61","66","61","6218","6268","50","9686","47423","9","10960",-1,"0","46.0","12398601",,2019-03-27 05:16:54
437,"182359","11113","4","13751606","13760134",-1.0,"124928","65536","113814","913920","60264","2496","57431","0","61","66","61","6218","6268","50","9747","47656","9","10960",-1,"0","67.0","12431093",,2019-03-27 05:17:25
438,"171607","22149","4","13781692","13790220",-1.0,"114176","65536","92026","913920","60264","2496","57431","0","61","66","61","6218","6268","50","9806","47881","9","10960",-1,"0","28.0","12463587",,2019-03-27 05:17:55
439,"173146","70967","4","13811796","13820323",-1.0,"115712","65536","44744","913920","60264","2496","57434","0","61","66","61","6218","6268","50","9866","48106","10","11039",-1,"0","31.0","12496601",,2019-03-27 05:18:25
440,"174170","63101","4","13841894","13850422",-1.0,"116736","65536","53634","913920","60264","2496","57434","0","61","66","61","6218","6268","50","9936","48340","10","11039",-1,"0","57.0","12529373",,2019-03-27 05:18:55
441,"169562","80008","4","13872006","13880534",-1.0,"112128","65536","32149","913920","60264","2496","57434","0","61","66","61","6218","6268","50","10002","48576","10","11039",-1,"0","63.0","12562386",,2019-03-27 05:19:25
442,"171610","55956","4","13902108","13910636",-1.0,"114176","65536","58219","913920","60264","2496","57434","0","61","66","61","6218","6268","50","10074","48818","10","11039",-1,"0","62.0","12595577",,2019-03-27 05:19:55
443,"175194","70114","4","13932211","13940739",-1.0,"117760","65536","47680","913920","60264","2496","57434","0","61","66","61","6218","6268","50","10138","49059","10","11039",-1,"0","16.0","12628476",,2019-03-27 05:20:25
444,"169052","57693","4","13962273","13970800",-1.0,"111616","65536","53922","913920","60264","2496","57436","0","61","66","61","6218","6268","50","10200","49286","10","11039",-1,"0","27.0","12661552",,2019-03-27 05:20:55
445,"182364","36120","4","13992391","14000919",-1.0,"124928","65536","88807","913920","60264","2496","57436","0","61","66","61","6218","6268","50","10245","49512","10","11039",-1,"0","46.0","12694733",,2019-03-27 05:21:25
446,"187996","68080","4","14022539","14031067",-1.0,"130560","65536","62530","913920","60264","2496","57436","0","61","66","61","6218","6268","50","10309","49762","10","11039",-1,"0","46.0","12727730",,2019-03-27 05:21:56
447,"184924","31069","4","14052708","14061237",-1.0,"127488","65536","96418","913920","60264","2496","57436","0","61","66","61","6218","6268","50","10370","49979","10","11039",-1,"0","48.0","12760800",,2019-03-27 05:22:26
448,"171612","53860","4","14082859","14091387",-1.0,"114176","65536","60330","913920","60264","2496","57436","0","61","66","61","6218","6268","50","10432","50194","10","11039",-1,"0","41.0","12793810",,2019-03-27 05:22:56
449,"170076","34795","4","14112954","14121482",-1.0,"112640","65536","77844","913920","60264","2496","57436","0","61","66","61","6218","6268","50","10499","50426","10","11039",-1,"0","38.0","12826836",,2019-03-27 05:23:26
450,"184924","22143","4","14143024","14151552",-1.0,"127488","65536","105344","913920","60264","2496","57436","0","61","66","61","6218","6268","50","10565","50662","10","11039",-1,"0","46.0","12859948",,2019-03-27 05:23:56
451,"175708","27462","4","14173171","14181700",-1.0,"118272","65536","90809","913920","60264","2496","57436","0","61","66","61","6218","6268","50","10626","50891","10","11039",-1,"0","65.0","12893002",,2019-03-27 05:24:26
452,"168540","29364","4","14203235","14211763",-1.0,"111104","65536","81739","913920","60264","2496","57436","0","61","66","61","6218","6268","50","10691","51127","10","11039",-1,"0","24.0","12925777",,2019-03-27 05:24:56
453,"187484","8602","4","14233338","14241866",-1.0,"130048","65536","121445","913920","60264","2496","57436","0","61","66","61","6218","6268","50","10749","51352","10","11039",-1,"0","54.0","12958758",,2019-03-27 05:25:26
454,"185948","77812","4","14263404","14271932",-1.0,"128512","65536","50699","913920","60264","2496","57436","0","61","66","61","6218","6268","50","10809","51572","11","11120",-1,"0","37.0","12991261",,2019-03-27 05:25:56
455,"170588","49002","4","14293513","14302041",-1.0,"113152","65536","64149","913920","60264","2496","57436","0","61","66","61","6218","6268","50","10870","51785","11","11120",-1,"0","29.0","13024251",,2019-03-27 05:26:26
456,"172636","79099","4","14323621","14332148",-1.0,"115200","65536","36100","913920","60264","2496","57436","0","61","66","61","6218","6268","50","10935","52019","11","11120",-1,"0","28.0","13056603",,2019-03-27 05:26:57
