126438,14405,70144,65536,55738,913920,59840,2496,56316,27,32,27,6206,6206,200,1260,1,71,64.0
119780,28368,62464,65536,34095,913920,60008,2496,57316,27,32,27,6265,6265,268,1464,1,71,18.0
117966,17001,60416,65536,43414,913920,60008,2496,57550,27,32,27,6265,6265,347,1654,1,71,19.0
190141,109032,132608,65536,23575,913920,60264,2496,57533,27,32,27,6265,6265,385,1763,2,401,32.0
224060,46138,166400,65536,120261,913920,60264,2496,57660,27,32,27,6265,6265,403,1828,2,401,14.0
257815,145581,200192,65536,54610,913920,60264,2496,57623,27,32,27,6265,6265,418,1884,2,401,22.0
278782,68630,221184,65536,152553,913920,60264,2496,57598,27,32,27,6265,6265,429,1924,2,401,25.0
301861,71837,244224,65536,172386,913920,60264,2496,57637,27,32,27,6265,6265,439,1964,2,401,17.0
321321,42314,264192,65536,221877,913920,60264,2496,57129,27,32,27,6266,6266,448,1994,2,401,18.0
339266,186906,282112,65536,95205,913920,60264,2496,57154,27,32,27,6266,6266,457,2034,2,401,21.0
360797,261287,303616,65536,42328,913920,60264,2496,57181,27,32,27,6266,6266,465,2067,2,401,12.0
381791,272397,324608,65536,52210,913920,60264,2496,57183,27,32,27,6266,6266,472,2100,2,401,25.0
397150,112957,339968,65536,227010,913920,60264,2496,57182,27,32,27,6266,6266,478,2124,2,401,18.0
412988,48735,355840,65536,307104,913920,60264,2496,57148,27,32,27,6266,6266,484,2150,2,401,12.0
429269,106841,372224,65536,265382,913920,60264,2496,57045,27,32,27,6266,6266,490,2179,2,401,16.0
445234,267202,388096,65536,120893,913920,60264,2496,57138,27,32,27,6267,6267,496,2205,2,401,11.0
455487,144678,398336,65536,253657,913920,60264,2496,57151,27,32,27,6267,6267,501,2226,2,401,23.0
455485,67716,398336,65536,330619,913920,60264,2496,57149,27,32,27,6267,6267,506,2246,2,401,20.0
455497,303257,398336,65536,95078,913920,60264,2496,57161,27,32,27,6267,6267,512,2272,2,401,20.0
455528,218975,398336,65536,179360,913920,60264,2496,57192,27,32,27,6267,6267,517,2301,2,401,17.0
455500,112611,398336,65536,285724,913920,60264,2496,57164,27,32,27,6267,6267,522,2329,2,401,19.0
455562,68635,398336,65536,329700,913920,60264,2496,57226,27,32,27,6267,6267,527,2355,2,401,18.0
455561,312457,398336,65536,85878,913920,60264,2496,57225,27,32,27,6267,6267,533,2384,2,401,18.0
455634,217191,398336,65536,181144,913920,60264,2496,57298,27,32,27,6267,6267,538,2409,2,401,18.0
455605,84233,398336,65536,314102,913920,60264,2496,57269,27,32,27,6267,6267,543,2428,2,401,13.0
455249,150762,398336,65536,247573,913920,60264,2496,56913,30,35,30,6267,6267,548,2452,2,401,22.0
454913,53359,397824,65536,344464,913920,60264,2496,57089,31,36,31,6267,6267,554,2486,2,401,19.0
454430,132503,397312,65536,264808,913920,60264,2496,57118,32,37,32,6267,6267,560,2520,2,401,4.0
454432,337210,397312,65536,60101,913920,60264,2496,57120,32,37,32,6267,6267,567,2554,2,401,31.0
454437,211781,397312,65536,185530,913920,60264,2496,57125,32,37,32,6267,6267,573,2583,2,401,19.0
454940,76247,397824,65536,321576,913920,60264,2496,57116,32,37,32,6267,6267,579,2610,2,401,26.0
454956,115802,397824,65536,282021,913920,60264,2496,57132,32,37,32,6267,6267,585,2656,2,401,32.0
454956,220196,397824,65536,177627,913920,60264,2496,57132,32,37,32,6267,6267,591,2696,2,401,30.0
454956,71948,397824,65536,325875,913920,60264,2496,57132,32,37,32,6267,6267,596,2723,2,401,26.0
454958,361734,397824,65536,36089,913920,60264,2496,57134,34,39,34,6267,6267,600,2751,2,401,28.0
454959,104065,397824,65536,293758,913920,60264,2496,57135,34,39,34,6267,6267,600,2751,2,401,68.0
454959,301370,397824,65536,96453,913920,60264,2496,57135,34,39,34,6267,6267,605,3006,2,401,18.0
454959,326512,397824,65536,71311,913920,60264,2496,57135,34,39,34,6267,6267,610,3104,2,401,35.0
454960,357646,397824,65536,40177,913920,60264,2496,57136,34,39,34,6267,6267,616,3191,2,401,32.0
454962,145362,397824,65536,252461,913920,60264,2496,57138,34,39,34,6267,6267,621,3223,2,401,42.0
454962,365389,397824,65536,32434,913920,60264,2496,57138,34,39,34,6267,6267,627,3537,2,401,28.0
454962,365042,397824,65536,32781,913920,60264,2496,57138,34,39,34,6267,6267,632,3659,2,401,21.0
454962,198477,397824,65536,199346,913920,60264,2496,57138,34,39,34,6267,6267,637,3686,2,401,9.0
454964,131039,397824,65536,266784,913920,60264,2496,57140,34,39,34,6267,6267,643,3723,2,401,24.0
454965,114063,397824,65536,283760,913920,60264,2496,57141,34,39,34,6267,6267,649,3803,2,401,12.0
454965,139772,397824,65536,258051,913920,60264,2496,57141,34,39,34,6267,6267,655,3842,2,401,30.0
454965,347969,397824,65536,49854,913920,60264,2496,57141,34,39,34,6267,6267,662,3944,2,401,27.0
455495,243680,398336,65536,154656,913920,60264,2496,57159,34,39,34,6267,6267,668,3985,2,401,29.0
455495,309055,398336,65536,89280,913920,60264,2496,57159,34,39,34,6267,6267,674,4023,2,401,30.0
454471,261378,397312,65536,135933,913920,60264,2496,57159,34,39,34,6267,6267,680,4074,2,401,21.0
454983,120740,397824,65536,277083,913920,60264,2496,57159,34,39,34,6267,6267,686,4102,2,401,9.0
454983,73498,397824,65536,324325,913920,60264,2496,57159,34,39,34,6267,6267,692,4177,2,401,30.0
455496,172287,398336,65536,226048,913920,60264,2496,57160,34,39,34,6267,6267,698,4213,2,401,30.0
455496,75771,398336,65536,322564,913920,60264,2496,57160,34,39,34,6267,6267,704,4242,2,401,20.0
455496,301147,398336,65536,97188,913920,60264,2496,57160,34,39,34,6267,6267,711,4288,2,401,24.0
455496,191870,398336,65536,206465,913920,60264,2496,57160,34,39,34,6267,6267,717,4323,2,401,25.0
454984,64636,397824,65536,333187,913920,60264,2496,57160,34,39,34,6267,6267,723,4361,2,401,20.0
455496,283840,398336,65536,114495,913920,60264,2496,57160,34,39,34,6267,6267,730,4396,2,401,6.0
454469,168250,397312,65536,229061,913920,60264,2496,57157,34,39,34,6267,6267,736,4426,2,401,20.0
454981,60542,397824,65536,337281,913920,60264,2496,57157,34,39,34,6267,6267,742,4455,2,401,23.0
454981,278883,397824,65536,118940,913920,60264,2496,57157,34,39,34,6267,6267,749,4495,2,401,24.0
454981,178654,397824,65536,219169,913920,60264,2496,57157,34,39,34,6267,6267,755,4524,2,401,39.0
454981,119355,397824,65536,278468,913920,60264,2496,57157,34,39,34,6267,6267,761,4615,2,401,21.0
454981,363383,397824,65536,34440,913920,60264,2496,57157,34,39,34,6267,6267,768,4656,2,401,24.0
454467,258145,397312,65536,139166,913920,60264,2496,57155,34,39,34,6267,6267,774,4689,2,401,24.0
454971,169244,397824,65536,228579,913920,60264,2496,57147,34,39,34,6267,6267,780,4718,2,401,18.0
454971,369792,397824,65536,28031,913920,60264,2496,57147,34,39,34,6267,6267,787,4758,2,401,18.0
454971,242966,397824,65536,154857,913920,60264,2496,57147,34,39,34,6267,6267,793,4797,2,401,25.0
454971,98320,397824,65536,299503,913920,60264,2496,57147,34,39,34,6267,6267,799,4824,2,401,17.0
454971,300854,397824,65536,96969,913920,60264,2496,57147,34,39,34,6267,6267,806,4860,2,401,37.0
454969,160606,397824,65536,237217,913920,60264,2496,57145,34,39,34,6267,6267,812,4895,2,401,31.0
454969,43071,397824,65536,354752,913920,60264,2496,57145,34,39,34,6267,6267,818,4920,2,401,18.0
454969,252802,397824,65536,145021,913920,60264,2496,57145,34,39,34,6267,6267,825,5007,2,401,32.0
454969,123333,397824,65536,274490,913920,60264,2496,57145,34,39,34,6267,6267,831,5032,2,401,24.0
